Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/7. About/7.3 Amenities/7.3.2 Handicapped Bathrooms/Handicapped Bathrooms,,,,20-01-2025 10:29:26,20-01-2025 10:29:29,2.835s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView - Handicapped Bathrooms""), 0)",,,,20-01-2025 10:29:26,20-01-2025 10:29:27,1.238s,PASSED
"tap(findTestObject(""Object Repository/android.widget.ImageView (23)""), 0)",,,,20-01-2025 10:29:27,20-01-2025 10:29:29,1.546s,PASSED
,,,,,,,
Test Cases/7. About/7.3 Amenities/7.3.3 Parents Rooms/Parents Room,,,,20-01-2025 10:29:29,20-01-2025 10:29:31,2.904s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView - Parents rooms""), 0)",,,,20-01-2025 10:29:29,20-01-2025 10:29:30,1.327s,PASSED
"tap(findTestObject(""Object Repository/android.widget.ImageView (23)""), 0)",,,,20-01-2025 10:29:30,20-01-2025 10:29:31,1.521s,PASSED
,,,,,,,
Test Cases/7. About/7.3 Amenities/7.3.4 Surau/Surau,,,,20-01-2025 10:29:31,20-01-2025 10:29:34,2.906s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView - Surau""), 0)",,,,20-01-2025 10:29:32,20-01-2025 10:29:33,1.319s,PASSED
"tap(findTestObject(""Object Repository/android.widget.ImageView (24)""), 0)",,,,20-01-2025 10:29:33,20-01-2025 10:29:34,1.536s,PASSED
,,,,,,,
Test Cases/7. About/7.3 Amenities/7.3.5 Wheel Chairs/Wheel Chairs,,,,20-01-2025 10:29:34,20-01-2025 10:29:38,3.122s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView - Wheel Chairs""), 0)",,,,20-01-2025 10:29:34,20-01-2025 10:29:36,1.539s,PASSED
"tap(findTestObject(""Object Repository/android.widget.ImageView (23)""), 0)",,,,20-01-2025 10:29:36,20-01-2025 10:29:38,1.523s,PASSED
,,,,,,,
Test Cases/7. About/7.4 Transport/7.4.1 Transport,,,,20-01-2025 10:29:38,20-01-2025 10:29:41,3.331s,PASSED
"tap(findTestObject(""Object Repository/SCM/about/android.widget.TextView - Transport""), 0)",,,,20-01-2025 10:29:38,20-01-2025 10:29:39,1.317s,PASSED
device_Height = getDeviceHeight(),,Get Device Height and Store in device_height variable,,20-01-2025 10:29:39,20-01-2025 10:29:39,0.348s,PASSED
device_Width = getDeviceWidth(),,Get Width Height and Store in device_Width variable,,20-01-2025 10:29:39,20-01-2025 10:29:40,0.368s,PASSED
startX = device_Width / 2,,Storing the startX value by dividing device width by 2. Because x coordinates are constant for Vertical Swiping,,20-01-2025 10:29:40,20-01-2025 10:29:40,0.006s,PASSED
endX = startX,,Here startX and endX values are equal for vertical Swiping for that assigning startX value to endX,,20-01-2025 10:29:40,20-01-2025 10:29:40,0.001s,PASSED
startY = device_Height * 0.30,,Storing the startY value,,20-01-2025 10:29:40,20-01-2025 10:29:40,0.002s,PASSED
endY = device_Height * 0.70,,Storing the endY value,,20-01-2025 10:29:40,20-01-2025 10:29:40,0.001s,PASSED
"swipe(startX, endY, endX, startY)",,Swipe Vertical from top to bottom,,20-01-2025 10:29:40,20-01-2025 10:29:41,1.199s,PASSED
