Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"tap(findTestObject(""Object Repository/android.widget.TextView - Handicapped Bathrooms""), 0)",,,,17-01-2025 12:10:59,17-01-2025 12:11:01,1.744s,PASSED
"tap(findTestObject(""Object Repository/android.widget.ImageView (23)""), 0)",,,,17-01-2025 12:11:01,17-01-2025 12:11:03,1.620s,PASSED
,,,,,,,
Test Cases/7. About/7.3 Amenities/7.3.3 Parents Rooms/Parents Room,,,,17-01-2025 12:11:03,17-01-2025 12:11:06,3.440s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView - Parents rooms""), 0)",,,,17-01-2025 12:11:03,17-01-2025 12:11:04,1.627s,PASSED
"tap(findTestObject(""Object Repository/android.widget.ImageView (23)""), 0)",,,,17-01-2025 12:11:04,17-01-2025 12:11:06,1.735s,PASSED
,,,,,,,
Test Cases/7. About/7.3 Amenities/7.3.4 Surau/Surau,,,,17-01-2025 12:11:06,17-01-2025 12:11:10,3.406s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView - Surau""), 0)",,,,17-01-2025 12:11:06,17-01-2025 12:11:08,1.546s,PASSED
"tap(findTestObject(""Object Repository/android.widget.ImageView (24)""), 0)",,,,17-01-2025 12:11:08,17-01-2025 12:11:10,1.787s,PASSED
,,,,,,,
Test Cases/7. About/7.3 Amenities/7.3.5 Wheel Chairs/Wheel Chairs,,,,17-01-2025 12:11:10,17-01-2025 12:11:13,3.388s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView - Wheel Chairs""), 0)",,,,17-01-2025 12:11:10,17-01-2025 12:11:11,1.674s,PASSED
"tap(findTestObject(""Object Repository/android.widget.ImageView (23)""), 0)",,,,17-01-2025 12:11:11,17-01-2025 12:11:13,1.637s,PASSED
