Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"tap(findTestObject(""Object Repository/android.widget.ImageView (21)""), 0)",,,,20-01-2025 10:33:11,20-01-2025 10:33:13,1.450s,PASSED
,,,,,,,
Test Cases/7. About/7.2 Services/7.2.5 Lost n Found/lostnfound,,,,20-01-2025 10:33:13,20-01-2025 10:33:15,2.774s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView - Lost  Found""), 0)",,,,20-01-2025 10:33:13,20-01-2025 10:33:14,1.246s,PASSED
"tap(findTestObject(""Object Repository/android.widget.ImageView (21)""), 0)",,,,20-01-2025 10:33:14,20-01-2025 10:33:15,1.471s,PASSED
,,,,,,,
Test Cases/7. About/7.3 Amenities/7.3.1 Baby Strollers/Baby Stroller,,,,20-01-2025 10:33:18,20-01-2025 10:33:22,3.950s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView - Amenities""), 0)",,,,20-01-2025 10:33:18,20-01-2025 10:33:18,0.512s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView - Baby Strollers""), 0)",,,,20-01-2025 10:33:18,20-01-2025 10:33:20,1.856s,PASSED
"tap(findTestObject(""Object Repository/android.widget.ImageView (23)""), 0)",,,,20-01-2025 10:33:20,20-01-2025 10:33:22,1.572s,PASSED
,,,,,,,
Test Cases/7. About/7.3 Amenities/7.3.2 Handicapped Bathrooms/Handicapped Bathrooms,,,,20-01-2025 10:33:22,20-01-2025 10:33:25,2.921s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView - Handicapped Bathrooms""), 0)",,,,20-01-2025 10:33:22,20-01-2025 10:33:23,1.342s,PASSED
"tap(findTestObject(""Object Repository/android.widget.ImageView (23)""), 0)",,,,20-01-2025 10:33:23,20-01-2025 10:33:25,1.525s,PASSED
,,,,,,,
Test Cases/7. About/7.3 Amenities/7.3.3 Parents Rooms/Parents Room,,,,20-01-2025 10:33:25,20-01-2025 10:33:28,2.803s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView - Parents rooms""), 0)",,,,20-01-2025 10:33:25,20-01-2025 10:33:26,1.226s,PASSED
"tap(findTestObject(""Object Repository/android.widget.ImageView (23)""), 0)",,,,20-01-2025 10:33:26,20-01-2025 10:33:28,1.520s,PASSED
,,,,,,,
Test Cases/7. About/7.3 Amenities/7.3.4 Surau/Surau,,,,20-01-2025 10:33:28,20-01-2025 10:33:31,3.155s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView - Surau""), 0)",,,,20-01-2025 10:33:28,20-01-2025 10:33:29,1.590s,PASSED
"tap(findTestObject(""Object Repository/android.widget.ImageView (24)""), 0)",,,,20-01-2025 10:33:29,20-01-2025 10:33:31,1.517s,PASSED
,,,,,,,
Test Cases/7. About/7.3 Amenities/7.3.5 Wheel Chairs/Wheel Chairs,,,,20-01-2025 10:33:31,20-01-2025 10:33:34,3.042s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView - Wheel Chairs""), 0)",,,,20-01-2025 10:33:31,20-01-2025 10:33:32,1.549s,PASSED
"tap(findTestObject(""Object Repository/android.widget.ImageView (23)""), 0)",,,,20-01-2025 10:33:32,20-01-2025 10:33:34,1.441s,PASSED
,,,,,,,
Test Cases/7. About/7.4 Transport/7.4.1 Transport,,,,20-01-2025 10:33:42,20-01-2025 10:33:44,2.512s,FAILED
"tap(findTestObject(""Object Repository/SCM/about/android.widget.TextView - Transport""), 0)",,,,20-01-2025 10:33:42,20-01-2025 10:33:43,0.784s,PASSED
device_Height = getDeviceHeight(),,,,20-01-2025 10:33:43,20-01-2025 10:33:43,0.328s,PASSED
device_Width = getDeviceWidth(),,,,20-01-2025 10:33:43,20-01-2025 10:33:43,0.323s,PASSED
startX = device_Width / 2,,,,20-01-2025 10:33:43,20-01-2025 10:33:43,0.001s,PASSED
endX = startX,,,,20-01-2025 10:33:43,20-01-2025 10:33:43,0.000s,PASSED
startY = device_Height * 0.70,,,,20-01-2025 10:33:43,20-01-2025 10:33:43,0.000s,PASSED
endY = device_Height * 0.30,,,,20-01-2025 10:33:43,20-01-2025 10:33:43,0.000s,PASSED
isEndOfContent = false,,,,20-01-2025 10:33:43,20-01-2025 10:33:43,0.000s,PASSED
"previousScreen = """"",,,,20-01-2025 10:33:43,20-01-2025 10:33:43,0.000s,PASSED
"currentScreen = """"",,,,20-01-2025 10:33:43,20-01-2025 10:33:43,0.001s,PASSED
while (!(isEndOfContent)),,,,20-01-2025 10:33:43,20-01-2025 10:33:44,1.064s,FAILED
