Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/7. About/7.3 Amenities/7.3.5 Wheel Chairs,,,,20-01-2025 10:58:11,20-01-2025 10:58:14,2.781s,PASSED
"tap(findTestObject(""Object Repository/SCM/about/android.widget.TextView - Wheel Chairs""), 0)",,,,20-01-2025 10:58:11,20-01-2025 10:58:12,1.274s,PASSED
"tap(findTestObject(""Object Repository/SCM/about/android.widget.ImageView (3)""), 0)",,,,20-01-2025 10:58:12,20-01-2025 10:58:14,1.457s,PASSED
,,,,,,,
Test Cases/7. About/7.4 Transport/7.4.1 Transport,,,,20-01-2025 10:58:14,20-01-2025 10:58:18,4.235s,PASSED
"tap(findTestObject(""Object Repository/SCM/about/android.widget.TextView - Transport""), 0)",,,,20-01-2025 10:58:14,20-01-2025 10:58:15,1.198s,PASSED
delay(1),,,,20-01-2025 10:58:15,20-01-2025 10:58:16,1.006s,PASSED
device_Height = getDeviceHeight(),,Get Device Height and Store in device_height variable,,20-01-2025 10:58:16,20-01-2025 10:58:16,0.359s,PASSED
device_Width = getDeviceWidth(),,Get Width Height and Store in device_Width variable,,20-01-2025 10:58:16,20-01-2025 10:58:17,0.331s,PASSED
startX = device_Width / 2,,Storing the startX value by dividing device width by 2. Because x coordinates are constant for Vertical Swiping,,20-01-2025 10:58:17,20-01-2025 10:58:17,0.006s,PASSED
endX = startX,,Here startX and endX values are equal for vertical Swiping for that assigning startX value to endX,,20-01-2025 10:58:17,20-01-2025 10:58:17,0.000s,PASSED
startY = device_Height * 0.30,,Storing the startY value,,20-01-2025 10:58:17,20-01-2025 10:58:17,0.003s,PASSED
endY = device_Height * 0.70,,Storing the endY value,,20-01-2025 10:58:17,20-01-2025 10:58:17,0.001s,PASSED
"swipe(startX, endY, endX, startY)",,Swipe Vertical from top to bottom,,20-01-2025 10:58:17,20-01-2025 10:58:18,1.236s,PASSED
