Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"tap(findTestObject(""Object Repository/android.widget.ImageView (19)""), 0)",,,,17-01-2025 12:15:31,17-01-2025 12:15:33,1.754s,PASSED
,,,,,,,
Test Cases/7. About/7.2 Services/7.2.4 Gift Wrapping/New Test Case,,,,17-01-2025 12:15:33,17-01-2025 12:15:36,3.246s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView - Gift Wrapping""), 0)",,,,17-01-2025 12:15:33,17-01-2025 12:15:35,1.553s,PASSED
"tap(findTestObject(""Object Repository/android.widget.ImageView (21)""), 0)",,,,17-01-2025 12:15:35,17-01-2025 12:15:36,1.611s,PASSED
,,,,,,,
Test Cases/7. About/7.2 Services/7.2.5 Lost n Found/lostnfound,,,,17-01-2025 12:15:36,17-01-2025 12:15:40,3.352s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView - Lost  Found""), 0)",,,,17-01-2025 12:15:36,17-01-2025 12:15:38,1.668s,PASSED
"tap(findTestObject(""Object Repository/android.widget.ImageView (21)""), 0)",,,,17-01-2025 12:15:38,17-01-2025 12:15:40,1.590s,PASSED
,,,,,,,
Test Cases/7. About/7.3 Amenities/7.3.1 Baby Strollers/Baby Stroller,,,,17-01-2025 12:15:40,17-01-2025 12:15:45,5.699s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView - Amenities""), 0)",,,,17-01-2025 12:15:40,17-01-2025 12:15:41,1.569s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView - Baby Strollers""), 0)",,,,17-01-2025 12:15:41,17-01-2025 12:15:44,2.353s,PASSED
"tap(findTestObject(""Object Repository/android.widget.ImageView (23)""), 0)",,,,17-01-2025 12:15:44,17-01-2025 12:15:45,1.695s,PASSED
,,,,,,,
Test Cases/7. About/7.3 Amenities/7.3.2 Handicapped Bathrooms/Handicapped Bathrooms,,,,17-01-2025 12:15:45,17-01-2025 12:15:49,3.446s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView - Handicapped Bathrooms""), 0)",,,,17-01-2025 12:15:45,17-01-2025 12:15:47,1.657s,PASSED
"tap(findTestObject(""Object Repository/android.widget.ImageView (23)""), 0)",,,,17-01-2025 12:15:47,17-01-2025 12:15:49,1.699s,PASSED
,,,,,,,
Test Cases/7. About/7.3 Amenities/7.3.3 Parents Rooms/Parents Room,,,,17-01-2025 12:15:49,17-01-2025 12:15:52,3.397s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView - Parents rooms""), 0)",,,,17-01-2025 12:15:49,17-01-2025 12:15:50,1.740s,PASSED
"tap(findTestObject(""Object Repository/android.widget.ImageView (23)""), 0)",,,,17-01-2025 12:15:50,17-01-2025 12:15:52,1.576s,PASSED
,,,,,,,
Test Cases/7. About/7.3 Amenities/7.3.4 Surau/Surau,,,,17-01-2025 12:15:52,17-01-2025 12:15:55,3.344s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView - Surau""), 0)",,,,17-01-2025 12:15:52,17-01-2025 12:15:54,1.684s,PASSED
"tap(findTestObject(""Object Repository/android.widget.ImageView (24)""), 0)",,,,17-01-2025 12:15:54,17-01-2025 12:15:55,1.586s,PASSED
,,,,,,,
Test Cases/7. About/7.3 Amenities/7.3.5 Wheel Chairs/Wheel Chairs,,,,17-01-2025 12:15:55,17-01-2025 12:15:59,3.437s,PASSED
"tap(findTestObject(""Object Repository/android.widget.TextView - Wheel Chairs""), 0)",,,,17-01-2025 12:15:56,17-01-2025 12:15:57,1.723s,PASSED
"tap(findTestObject(""Object Repository/android.widget.ImageView (23)""), 0)",,,,17-01-2025 12:15:57,17-01-2025 12:15:59,1.634s,PASSED
